CUST0082,1500
CUST0083,890
CUST0084,500
CUST0085,890
CUST0086,2300
CUST0087,890
CUST0088,2300
CUST0089,890
CUST0090,4500
CUST0091,890
CUST0092,1500
CUST0093,1500
CUST0094,2300
CUST0095,1500
CUST0096,500
CUST0097,4500
CUST0098,4500
CUST0099,500
CUST0100,2300
CUST0101,500
CUST0102,500
CUST0103,4500
CUST0104,890
CUST0105,4500
CUST0106,4500
CUST0107,1500
CUST0108,500
CUST0109,4500
CUST0110,500
CUST0111,1500
CUST0112,500
CUST0113,4500
CUST0114,500
CUST0115,1500
CUST0116,890
CUST0117,500
CUST0118,4500
CUST0119,1500
CUST0120,4500
CUST0121,4500
CUST0122,500
CUST0123,4500
CUST0124,500
CUST0125,890
CUST0126,4500
CUST0127,4500
CUST0128,4500
CUST0129,2300
CUST0130,2300
CUST0131,1500
CUST0132,2300
CUST0133,1500
CUST0134,2300
CUST0135,890
CUST0136,1500
CUST0137,2300
CUST0138,890
CUST0139,2300
CUST0140,500
CUST0141,500
CUST0142,890
CUST0143,4500
CUST0144,4500
CUST0145,500
CUST0146,500
CUST0147,4500
CUST0148,1500
CUST0149,4500
CUST0150,2300
CUST0151,1500
CUST0152,2300
CUST0153,500
CUST0154,1500
CUST0155,2300
CUST0156,2300
CUST0157,1500
CUST0158,890
CUST0159,4500
CUST0160,2300
CUST0161,4500
CUST0162,4500
CUST0163,500
CUST0164,4500
CUST0165,2300
CUST0166,500
CUST0167,1500
CUST0168,2300
CUST0169,500
CUST0170,500
CUST0171,4500
CUST0172,1500
CUST0173,2300
CUST0174,2300
CUST0175,4500
CUST0176,1500
CUST0177,2300
CUST0178,1500
CUST0179,2300
CUST0180,4500
CUST0181,890
CUST0182,2300
CUST0183,500
CUST0184,500
CUST0185,890
CUST0186,2300
CUST0187,500
CUST0188,500
CUST0189,2300
CUST0190,1500
CUST0191,2300
CUST0192,1500
CUST0193,890
CUST0194,4500
CUST0195,890
CUST0196,4500
CUST0197,500
CUST0198,500
CUST0199,500
CUST0200,1500
CUST0201,4500
CUST0202,500
CUST0203,2300
CUST0204,4500
CUST0205,4500
CUST0206,1500
CUST0207,890
CUST0208,1500
CUST0209,500
CUST0210,2300
CUST0211,2300
CUST0212,500
CUST0213,2300
CUST0214,1500
CUST0215,1500
CUST0216,500
CUST0217,2300
CUST0218,4500
CUST0219,890
CUST0220,4500
CUST0221,1500
CUST0222,1500
CUST0223,1500
CUST0224,1500
CUST0225,890
CUST0226,500
CUST0227,1500
CUST0228,2300
CUST0229,890
CUST0230,1500
CUST0231,2300
CUST0232,1500
CUST0233,500
CUST0234,890
CUST0235,500
CUST0236,890
CUST0237,1500
CUST0238,1500
CUST0239,890
CUST0240,2300
CUST0241,2300
CUST0242,1500
CUST0243,1500
CUST0244,500
CUST0245,1500
CUST0246,890
CUST0247,2300
CUST0248,2300
CUST0249,500
CUST0250,2300
CUST0251,2300
CUST0252,4500
CUST0253,890
CUST0254,4500
CUST0255,2300
CUST0256,500
CUST0257,500
CUST0258,2300
CUST0259,1500
CUST0260,4500
CUST0261,2300
CUST0262,500
CUST0263,500
CUST0264,4500
CUST0265,890
CUST0266,2300
CUST0267,2300
CUST0268,890
CUST0269,4500
CUST0270,4500
CUST0271,500
CUST0272,890
CUST0273,4500
CUST0274,1500
CUST0275,2300
CUST0276,500
CUST0277,890
CUST0278,500
CUST0279,4500
CUST0280,4500
CUST0281,1500
CUST0282,2300
CUST0283,890
CUST0284,500
CUST0285,2300
CUST0286,4500
CUST0287,2300
CUST0288,500
CUST0289,2300
CUST0290,4500
CUST0291,2300
CUST0292,890
CUST0293,2300
CUST0294,890
CUST0295,2300
CUST0296,4500
CUST0297,1500
CUST0298,1500
CUST0299,890
CUST0300,890
CUST0301,1500
CUST0302,4500
CUST0303,4500
CUST0304,2300
CUST0305,890
CUST0306,4500
CUST0307,500
CUST0308,2300
CUST0309,2300
CUST0310,1500
CUST0311,890
CUST0312,4500
CUST0313,4500
CUST0314,2300
CUST0315,890
CUST0316,890
CUST0317,890
CUST0318,1500
CUST0319,4500
CUST0320,890
CUST0321,1500
CUST0322,500
CUST0323,2300
CUST0324,4500
CUST0325,4500
CUST0326,2300
CUST0327,500
CUST0328,1500
CUST0329,2300
CUST0330,1500
CUST0331,1500
CUST0332,1500
CUST0333,500
CUST0334,500
CUST0335,1500
CUST0336,890
CUST0337,4500
CUST0338,500
CUST0339,890
CUST0340,890
CUST0341,4500
CUST0342,1500
CUST0343,890
CUST0344,890
CUST0345,890
CUST0346,1500
CUST0347,1500
CUST0348,500
CUST0349,500
CUST0350,890
CUST0351,1500
CUST0352,1500
CUST0353,4500
CUST0354,890
CUST0355,500
CUST0356,4500
CUST0357,1500
CUST0358,500
CUST0359,890
CUST0360,1500
CUST0361,890
CUST0362,4500
CUST0363,4500
CUST0364,4500
CUST0365,2300
CUST0366,890
CUST0367,4500
CUST0368,4500
CUST0369,890
CUST0370,4500
CUST0371,890
CUST0372,1500
CUST0373,890
CUST0374,890
CUST0375,2300
CUST0376,1500
CUST0377,2300
CUST0378,4500
CUST0379,890
CUST0380,1500
CUST0381,2300
CUST0382,890
CUST0383,500
CUST0384,2300
CUST0385,1500
CUST0386,2300
CUST0387,2300
CUST0388,2300
CUST0389,4500
CUST0390,500
CUST0391,1500
CUST0392,1500
CUST0393,1500
CUST0394,890
CUST0395,1500
CUST0396,1500
CUST0397,500
CUST0398,890
CUST0399,890
CUST0400,2300
CUST0401,4500
CUST0402,890
CUST0403,890
CUST0404,500
CUST0405,1500
CUST0406,890
CUST0407,890
CUST0408,4500
CUST0409,500
CUST0410,4500
CUST0411,890
CUST0412,890
CUST0413,500
CUST0414,2300
CUST0415,2300
CUST0416,890
CUST0417,890
CUST0418,4500
CUST0419,4500
CUST0420,4500
CUST0421,1500
CUST0422,890
CUST0423,1500
CUST0424,2300
CUST0425,890
CUST0426,890
CUST0427,500
CUST0428,890
CUST0429,2300
CUST0430,890
CUST0431,1500
CUST0432,890
CUST0433,1500
CUST0434,4500
CUST0435,4500
CUST0436,500
CUST0437,890
CUST0438,4500
CUST0439,4500
CUST0440,500
CUST0441,500
CUST0442,890
CUST0443,1500
CUST0444,890
CUST0445,1500
CUST0446,500
CUST0447,2300
CUST0448,890
CUST0449,2300
CUST0450,1500
CUST0451,890
CUST0452,2300
CUST0453,2300
CUST0454,890
CUST0455,2300
CUST0456,890
CUST0457,2300
CUST0458,500
CUST0459,890
CUST0460,500
CUST0461,4500
CUST0462,500
CUST0463,2300
CUST0464,1500
CUST0465,500
CUST0466,500
CUST0467,500
CUST0468,1500
CUST0469,1500
CUST0470,500
CUST0471,4500
CUST0472,1500
CUST0473,1500
CUST0474,1500
CUST0475,890
CUST0476,500
CUST0477,4500
CUST0478,1500
CUST0479,890
CUST0480,2300
CUST0481,2300
CUST0482,1500
CUST0483,4500
CUST0484,4500
CUST0485,500
CUST0486,1500
CUST0487,2300
CUST0488,500
CUST0489,4500
CUST0490,500
CUST0491,2300
CUST0492,4500
CUST0493,890
CUST0494,890
CUST0495,1500
CUST0496,500
CUST0497,4500
CUST0498,1500
CUST0499,500
CUST0500,2300
